codigo;AplicaSN;CST00;CST02;CST10;CST15;CST20;CST30;CST40;CST41;CST50;CST51;CST53;CST60;CST61;CST70;CST90;Dispositivo;descricao;Observacao
SP010710;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 071 do Anexo I do RICMS;Isencao - REPRESENTAcoES DIPLOMaTICAS;
SP010730;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 073 do Anexo I do RICMS;Isencao - REPRODUTOR/MATRIZ;
SP010750;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 075 do Anexo I do RICMS;Isencao - SANGUE - IMPORTAcaO DE INSUMOS POR ENTIDADE DE HEMATOLOGIA OU HEMOTERAPIA;
SP010760;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 076 do Anexo I do RICMS;Isencao - SENAI, SENAC E SENAR;
SP010770;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 077 do Anexo I do RICMS;Isencao - TaXI - PRESTAcaO DE SERVIcO;
SP010780;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 078 do Anexo I do RICMS;Isencao - TRANSPORTE DE PASSAGEIROS;
SP010800;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 080 do Anexo I do RICMS;Isencao - TRENS METROPOLITANOS - IMPORTAcaO;
SP010820;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 082 do Anexo I do RICMS;Isencao - VASILHAME/RECIPIENTE/EMBALAGEM;
SP010830;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 083 do Anexo I do RICMS;Isencao - ViTIMAS DE CALAMIDADES - DOAcaO;
SP010840;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 084 do Anexo I do RICMS;Isencao - ZONA FRANCA DE MANAUS;
SP010880;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 088 do Anexo I do RICMS;Isencao - TaXI - VEiCULO;
SP010890;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 089 do Anexo I do RICMS;Isencao - AGROToXICO - EMBALAGEM - VAZIA;
SP010910;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 091 do Anexo I do RICMS;Isencao - FUNDO SOCIAL DE SOLIDARIEDADE- DOAcoES;
SP010920;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 092 do Anexo I do RICMS;Isencao - MEDICAMENTOS;
SP010940;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 094 do Anexo I do RICMS;Isencao - MEDICAMENTOS - oRGaOS PuBLICOS;
SP010970;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 097 do Anexo I do RICMS;Isencao - PROGRAMA DE SEGURANcA ALIMENTAR E NUTRICIONAL;
SP010980;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 098 do Anexo I do RICMS;Isencao - ALGODaO;
SP010990;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 099 do Anexo I do RICMS;Isencao - BORRACHA;
SP011010;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 101 do Anexo I do RICMS;Isencao - COELHO E AVE;
SP011020;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 102 do Anexo I do RICMS;Isencao - GADO;
SP011030;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 103 do Anexo I do RICMS;Isencao - LEITE;
SP011040;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 104 do Anexo I do RICMS;Isencao - HORTIFRUTIGRANJEIROS PARA INDUSTRIALIZAcaO;
SP011050;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 105 do Anexo I do RICMS;Isencao - PARTES E PEcAS PARA FABRICAcaO DE TRATOR, CAMINHaO E oNIBUS;
SP011070;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 107 do Anexo I do RICMS;Isencao - INDuSTRIA NAVAL/INFRA-ESTRUTURA PORTUaRIA;
SP011090;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 109 do Anexo I do RICMS;Isencao - AERONAVES - INSUMOS PARA A FABRICAcaO;
SP011120;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 112 do Anexo I do RICMS;Isencao - FUNDAcaO ZERBINI;
SP011130;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 113 do Anexo I do RICMS;Isencao - AMIGOS DO BEM - DOAcaO;
SP011150;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 115 do Anexo I do RICMS;Isencao - FARMaCIA POPULAR DO BRASIL;
SP011160;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 116 do Anexo I do RICMS;Isencao - REPORTO - MODERNIZAcaO DE ZONAS PORTUaRIAS;
SP011170;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 117 do Anexo I do RICMS;Isencao - DEPoSITO AFIANcADO;
SP011190;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 119 do Anexo I do RICMS;Isencao - PILHAS E BATERIAS USADAS;
SP011200;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 120 do Anexo I do RICMS;Isencao - oRGaOS PuBLICOS - PROGRAMAS DE FORTALECIMENTO E MODERNIZAcaO ESTADUAL;
SP011230;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 123 do Anexo I do RICMS;Isencao - FARINHA DE MANDIOCA;
SP011270;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 127 do Anexo I do RICMS;Isencao - PEcA DE VEiCULO AUTOMOTOR SUBSTITUiDA EM GARANTIA;
SP011290;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 129 do Anexo I do RICMS;Isencao - REAGENTE PARA DIAGNoSTICO DA DOENcA DE CHAGAS;
SP011300;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 130 do Anexo I do RICMS;Isencao - MEDICAMENTOS E EQUIPAMENTOS DESTINADOS a PESQUISA COM SERES HUMANOS;
SP011320;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 132 do Anexo I do RICMS;Isencao - PEcA SUBSTITUiDA EM VIRTUDE DE GARANTIA;
SP011330;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 133 do Anexo I do RICMS;Isencao - METRo - IMPLANTAcaO DA LINHA 4;
SP011340;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 134 do Anexo I do RICMS;Isencao - PROGRAMA CAMINHO DA ESCOLA - MINISTeRIO DA EDUCAcaO;
SP011350;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 135 do Anexo I do RICMS;Isencao - FARINHA DE TRIGO E PRODUTOS RESULTANTES DE SUA INDUSTRIALIZAcaO;
SP011360;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 136 do Anexo I do RICMS;Isencao - GESAC - GOVERNO FEDERAL;
SP011370;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 137 do Anexo I do RICMS;Isencao - oLEO COMESTiVEL;
SP011400;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 140 do Anexo I do RICMS;Isencao - OPERAcoES INTERNAS COM MAca E PeRA;
SP011420;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 142 do Anexo I do RICMS;Isencao - AACD;
SP011430;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 143 do Anexo I do RICMS;Isencao - PEcA DE AERONAVE SUBSTITUiDA EM VIRTUDE DE GARANTIA;
SP011470;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 147 do Anexo I do RICMS;Isencao - oRGaOS PuBLICOS - EQUIPAMENTOS DE SEGURANcA ELETRoNICA;
SP011480;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 148 do Anexo I do RICMS;Isencao - IMPORTAcaO - FORcAS ARMADAS;
SP011490;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 149 do Anexo I do RICMS;Isencao - SERVIcO DE TRANSPORTE - EXPORTAcaO;
SP011500;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 150 do Anexo I do RICMS;Isencao - GRIPE A - MEDICAMENTO PARA TRATAMENTO;
SP011510;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 151 do Anexo I do RICMS;Isencao - LOCOMOTIVA;
SP011520;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 152 do Anexo I do RICMS;Isencao - UNIaO DOS ESCOTEIROS DO BRASIL;
SP011530;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 153 do Anexo I do RICMS;Isencao - FUNDAcaO FACULDADE DE MEDICINA;
SP011540;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 154 do Anexo I do RICMS;Isencao - TRATAMENTO DE CaNCER;
SP011550;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 155 do Anexo I do RICMS;Isencao - TRANSPORTE DE PASSAGEIROS - CPTM;
SP011560;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 156 do Anexo I do RICMS;Isencao - OBRA SOCIAL NOSSA SENHORA DA GLoRIA;
SP011570;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 157 do Anexo I do RICMS;Isencao - HEMOBRaS;
SP011580;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 158 do Anexo I do RICMS;Isencao - TREM, LOCOMOTIVA OU VAGaO;
SP011590;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 159 do Anexo I do RICMS;Isencao - MATeRIA-PRIMA, MATERIAL SECUNDaRIO, EMBALAGENS, PARTES, PEcAS, MaQUINAS E EQUIPAMENTOS - TRANSPORTE PuBLICO SOBRE TRILHOS DE PASSAGEIROS;
SP011600;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 160 do Anexo I do RICMS;Isencao - METRo - IMPLANTAcaO DA LINHA 6;
SP011610;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 161 do Anexo I do RICMS;Isencao - METRo - IMPLANTAcaO DA LINHA 18;
SP011620;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 162 do Anexo I do RICMS;Isencao - PARCERIA PuBLICO-PRIVADA - HOSPITAIS;
SP011660;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 166 do Anexo I do RICMS;"Isencao - ENERGIA ELeTRICA - MICROGERADORES E
MINIGERADORES";
SP011680;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 168 do Anexo I do RICMS;Isencao - ARROZ;
SP011690;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 169 do Anexo I do RICMS;Isencao - FEIJaO;
SP011700;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 170 do Anexo I do RICMS;Isencao - ENERGIA SOLAR - PReDIOS PuBLICOS;
SP011710;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 171 do Anexo I do RICMS;Isencao - IPT - MATERIAIS DE REFEReNCIA;
SP011730;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 173 do Anexo I do RICMS;"Isencao - AME - MEDICAMENTO PARA
TRATAMENTO";
SP011740;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 174 do Anexo I do RICMS;Isencao - AUTOMATED PEOPLE MOVER;
SP011760;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 176 do Anexo I do RICMS;Isencao - ABSORVENTES;
SP011770;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 177 do Anexo I do RICMS;Isencao - ACELERADORES LINEARES;
SP011780;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 178 do Anexo I do RICMS;Isencao - METRo - EXPANSaO DA LINHA 2;
SP011790;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 179 do Anexo I do RICMS;Isencao - FIBROSE CiSTICA;
SP011810;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 181 do Anexo I do RICMS;Isencao - EQUIPAMENTOS RECREATIVOS PARA USO EM PARQUE DE DIVERSaO - IMPORTAcaO;
SP011820;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 182 do Anexo I do RICMS;Isencao - REFEIcaO;
SP011830;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 183 do Anexo I do RICMS;Isencao - LEVEDURAS;
SP011840;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 184 do Anexo I do RICMS;Isencao - TREM INTERCIDADES - TIC EIXO NORTE;
SP011850;SIM;;;;;;SIM;SIM;;;;;;;;;Artigo 185 do Anexo I do RICMS;Isencao - aREAS DE LIVRE COMeRCIO;
SP020010;;;;;;SIM;;;;;;;;;SIM;;Artigo 001 do Anexo II do RICMS;Reducao de Base de Calculo - AERONAVES, PARTES E PEcAS;
SP020030;;;;;;SIM;;;;;;;;;SIM;;Artigo 003 do Anexo II do RICMS;Reducao de Base de Calculo - CESTA BaSICA;
SP020080;;;;;;SIM;;;;;;;;;SIM;;Artigo 008 do Anexo II do RICMS;Reducao de Base de Calculo - GaS NATURAL;
SP020090;;;;;;SIM;;;;;;;;;SIM;;Artigo 009 do Anexo II do RICMS;Reducao de Base de Calculo - INSUMOS AGROPECUaRIOS;
SP020100;;;;;;SIM;;;;;;;;;SIM;;Artigo 010 do Anexo II do RICMS;Reducao de Base de Calculo - INSUMOS AGROPECUaRIOS - RAcoES E ADUBOS;
SP020110;;;;;;SIM;;;;;;;;;SIM;;Artigo 011 do Anexo II do RICMS;Reducao de Base de Calculo - MaQUINAS, APARELHOS E VEiCULOS USADOS;
SP020120;;;;;;SIM;;;;;;;;;SIM;;Artigo 012 do Anexo II do RICMS;Reducao de Base de Calculo - MaQUINAS INDUSTRIAIS E IMPLEMENTOS AGRiCOLAS;
SP020150;;;;;;SIM;;;;;;;;;SIM;;Artigo 015 do Anexo II do RICMS;Reducao de Base de Calculo - Po DE ALUMiNIO;
SP020190;;;;;;SIM;;;;;;;;;SIM;;Artigo 019 do Anexo II do RICMS;Reducao de Base de Calculo - TRANSPORTE DE LEITE;
SP020260;;;;;;SIM;;;;;;;;;SIM;;Artigo 026 do Anexo II do RICMS;Reducao de Base de Calculo - DESENVOLVIMENTO INDUSTRIAL E AGROPECUaRIO - EMBALAGENS PARA OVO IN NATURA;
SP020290;;;;;;SIM;;;;;;;;;SIM;;Artigo 029 do Anexo II do RICMS;Reducao de Base de Calculo - CARROcARIA DE oNIBUS;
SP020300;;;;;;SIM;;;;;;;;;SIM;;Artigo 030 do Anexo II do RICMS;Reducao de Base de Calculo - PRODUTOS DE COURO, SAPATOS, BOLSAS, CINTOS, CARTEIRAS E OUTROS ACESSoRIOS;
SP020320;;;;;;SIM;;;;;;;;;SIM;;Artigo 032 do Anexo II do RICMS;Reducao de Base de Calculo - ATACADISTA DE COURO;
SP020330;;;;;;SIM;;;;;;;;;SIM;;Artigo 033 do Anexo II do RICMS;Reducao de Base de Calculo - VINHO;
SP020340;;;;;;SIM;;;;;;;;;SIM;;Artigo 034 do Anexo II do RICMS;Reducao de Base de Calculo - PERFUMES, COSMETICOS E PRODUTOS DE HIGIENE PESSOAL;
SP020350;;;;;;SIM;;;;;;;;;SIM;;Artigo 035 do Anexo II do RICMS;Reducao de Base de Calculo - INSTRUMENTOS MUSICAIS;
SP020370;;;;;;SIM;;;;;;;;;SIM;;Artigo 037 do Anexo II do RICMS;Reducao de Base de Calculo - BRINQUEDOS;
SP020380;;;;;;SIM;;;;;;;;;SIM;;Artigo 038 do Anexo II do RICMS;Reducao de Base de Calculo - REGIME DE ADMISSaO TEMPORaRIA;
SP020390;;;;;;SIM;;;;;;;;;SIM;;Artigo 039 do Anexo II do RICMS;Reducao de Base de Calculo - PRODUTOS ALIMENTiCIOS;
SP020450;;;;;;SIM;;;;;;;;;SIM;;Artigo 045 do Anexo II do RICMS;Reducao de Base de Calculo - CARNE;
SP020520;;;;;;SIM;;;;;;;;;SIM;;Artigo 052 do Anexo II do RICMS;Reducao de Base de Calculo - PRODUTOS TeXTEIS;
SP020530;;;;;;SIM;;;;;;;;;SIM;;Artigo 053 do Anexo II do RICMS;Reducao de Base de Calculo - HIDROCARBONETOS LiQUIDOS - SOLVENTES;
SP020550;;;;;;SIM;;;;;;;;;SIM;;Artigo 055 do Anexo II do RICMS;Reducao de Base de Calculo - LaMPADAS LED, LUMINaRIAS LED, REFLETORES LED, FITAS LED E PAINeIS LED;
SP020560;;;;;;SIM;;;;;;;;;SIM;;Artigo 056 do Anexo II do RICMS;Reducao de Base de Calculo - MDP, MDF e CHAPAS DE FIBRAS DE MADEIRA;
SP020580;;;;;;SIM;;;;;;;;;SIM;;Artigo 058 do Anexo II do RICMS;Reducao de Base de Calculo - BARRAS DE AcO;
SP020590;;;;;;SIM;;;;;;;;;SIM;;Artigo 059 do Anexo II do RICMS;Reducao de Base de Calculo - TRATAMENTO DE EFLUENTES DOMeSTICOS E INDUSTRIAIS;
SP020610;;;;;;SIM;;;;;;;;;SIM;;Artigo 061 do Anexo II do RICMS;Reducao de Base de Calculo - SUCO DE LARANJA;
SP020620;;;;;;SIM;;;;;;;;;SIM;;Artigo 062 do Anexo II do RICMS;Reducao de Base de Calculo - SOLUcaO PARENTERAL;
SP020630;;;;;;SIM;;;;;;;;;SIM;;Artigo 063 do Anexo II do RICMS;Reducao de Base de Calculo - REGIME DE TRIBUTAcaO UNIFICADA - RTU;
SP020650;;;;;;SIM;;;;;;;;;SIM;;Artigo 065 do Anexo II do RICMS;Reducao de Base de Calculo - CARROCERIAS SOBRE CHASSI, VAGoES FERROVIaRIOS DE CARGA, CARROCERIAS PARA VEiCULOS AUTOMoVEIS, REBOQUES E SEMIRREBOQUES;
SP020660;;;;;;SIM;;;;;;;;;SIM;;Artigo 066 do Anexo II do RICMS;Reducao de Base de Calculo - TUBOS, LAMINADOS E LIGAS DE COBRE;
SP020690;;;;;;SIM;;;;;;;;;SIM;;Artigo 069 do Anexo II do RICMS;Reducao de Base de Calculo - BIOGaS E BIOMETANO;
SP020710;;;;;;SIM;;;;;;;;;SIM;;Artigo 071 do Anexo II do RICMS;Reducao de Base de Calculo - AMIDO DE MILHO, GLICOSE E XAROPE DE GLICOSE, OUTROS AcuCARES E XAROPES DE AcuCARES ORIUNDOS DO MILHO, AMIDO MODIFICADO E DEXTRINA DE MILHO, COLAS a BASE DE AMIDOS DE MILHO, DE DEXTRINA OU DE OUTROS AMIDOS MODIFICADOS DE MILHO;
SP050710;;;;;;;;;;;SIM;;;;;;Artigo 071 do Anexo II do RICMS, ı 1ß;Diferimento amparado por regime especial concedido nos termos do ı 1ß do artigo 71 do Anexo II do RICMS;
SP020740;;;;;;SIM;;;;;;;;;SIM;;Artigo 074 do Anexo II do RICMS;Reducao de Base de Calculo - CARNE;
SP020750;;;;;;SIM;;;;;;;;;SIM;;Artigo 075 do Anexo II do RICMS;Reducao de Base de Calculo - PNEUS E CaMARAS DE AR - SAiDAS INTERNAS;
SP020770;;;;;;SIM;;;;;;;;;SIM;;Artigo 077 do Anexo II do RICMS;Reducao de Base de Calculo - INSUMOS AGROPECUaRIOS - ADUBOS;
SP020780;;;;;;SIM;;;;;;;;;SIM;;Artigo 078 do Anexo II do RICMS;Reducao de Base de Calculo - FABRICANTE DE oNIBUS;
SP020800;;;;;;SIM;;;;;;;;;SIM;;Artigo 080 do Anexo II do RICMS;Reducao de Base de Calculo - IMPORTAcaO POR REMESSAS POSTAIS OU EXPRESSAS;
SP040100;;;;;;;;;;;;;;;;SIM;Decreto 51.597/07;Tributacao sobre a Receita Bruta - FORNECIMENTO DE ALIMENTAcaO;
SP040200;;;;;;;;;;;;;;;;SIM;Decreto 62.647/17;Tributacao sobre a Receita Bruta -  COMeRCIO VAREJISTA DE CARNES;
SP018000;;;;;;;SIM;SIM;;;;;;;;;Decreto 63.208/18;Isencao - REPETRO;
SP028000;;;;;;SIM;;;;;;;;;SIM;;Decreto 63.208/18;Reducao de Base de Calculo - REPETRO;
SP029000;;;;;;SIM;;;;;;;;;SIM;;Decreto 51.624/07;Reducao de Base de Calculo - Industria de informatica;
SP070010;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, I do RICMS;Nao incidencia - Saida de mercadoria com destino a armazem geral situado neste Estado, para deposito em nome do remetente;
SP070020;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, II do RICMS;Nao incidencia - Saida de mercadoria com destino a deposito fechado, localizado neste Estado, do proprio contribuinte;
SP070030;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, III do RICMS;Nao incidencia - Saida de mercadoria de estabelecimento referido no inciso I ou II, em retorno ao estabelecimento depositante;
SP070040;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, IV do RICMS;Nao incidencia - Saida de mercadoria, pertencente a terceiro, de estabelecimento de empresa de transporte ou de deposito, por conta e ordem desta, ressalvada a aplicacao do disposto no inciso X do Artigo 2ß;
SP070050;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, V do RICMS;Nao incidencia - Saida de mercadoria com destino ao exterior e a prestacao que destine servico ao exterior;
SP070060;SIM;;;;;;SIM;;SIM;;;;;;;;Artigo 7ß, VI do RICMS;Nao incidencia - Saida com destino a outro Estado de energia eletrica ou de petroleo, inclusive lubrificante ou combustivel liquido ou gasoso, dele derivados;
SP070070;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, VII do RICMS;Nao incidencia - Saida e o correspondente retorno de equipamentos e materiais, promovidos por pessoa ou entidade adiante indicada, utilizados exclusivamente nas operacoes vinculadas as suas atividades ou finalidades essenciais, observado o disposto no ı 4;
SP070080;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, VIII  do RICMS;Nao incidencia - Saida, de estabelecimento prestador de servico de qualquer natureza definido em lei complementar como de competencia tributaria do municipio, de mercadoria a ser ou que tenha sido utilizada na prestacao de tal servico, ressalvadas as hipo;
SP070090;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, IX do RICMS;Nao incidencia - Saida de maquinas, equipamentos, ferramentas ou objetos de uso do contribuinte, bem como de suas partes e pecas, com destino a outro estabelecimento para lubrificacao, limpeza, revisao, conserto, restauracao ou recondicionamento ou em raz;
SP070100;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, X do RICMS;Nao incidencia - Saida, em retorno ao estabelecimento de origem, de bem mencionado no inciso anterior, ressalvadas as hipoteses de fornecimento de mercadoria previstas no inciso III do artigo 2ß;
SP070110;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, XI do RICMS;Nao incidencia - Operacao com ouro, quando definido em lei como ativo financeiro ou instrumento cambial;
SP070120;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, XII do RICMS;"Nao incidencia - Operacao decorrente de alienacao fiduciaria em garantia, bem como sobre a operacao posterior ao vencimento do respectivo contrato de financiamento efetuada pelo credor fiduciario em razao do inadimplemento do devedor;";
SP070130;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, XIII do RICMS;Nao incidencia - Operacao ou prestacao que envolver livro, jornal ou periodico ou o papel destinado a sua impressao;
SP070140;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, XIV do RICMS;Nao incidencia - Saida de bem do ativo permanente;
SP070150;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, XV do RICMS;Nao incidencia - Saida, com destino a outro estabelecimento do mesmo titular, de material de uso ou consumo;
SP070160;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, XVI do RICMS;Nao incidencia - Operacao de qualquer natureza de que decorra a transmissao de bens moveis salvados de sinistro para companhias seguradoras.;
SP070170;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, XVII do RICMS;Nao incidencia - Saida de bem ou mercadoria com destino ao exterior sob amparo do Regime Aduaneiro Especial de Exportacao Temporaria, bem como a posterior reimportacao, em retorno, desse mesmo bem ou mercadoria, desde que observados os prazos e condicoes ;
SP070180;SIM;;;;;;;;SIM;;;;;;;;Artigo 7ß, XVIII do RICMS;Nao incidencia - Operacoes e prestacoes praticadas por orgaos da administracao publica direta estadual paulista, bem como pelas autarquias e fundacoes instituidas e mantidas pelo Estado de Sao Paulo;
SP052600;SIM;;;;;;;;;;SIM;;;;;;Artigo 260 do RICMS;Diferimento - Saida promovida por produtor situado em territorio paulista com destino a comerciante, industrial, cooperativa ou qualquer outro contribuinte, exceto produtor;
SP053160;SIM;;;;;;;;;;SIM;;;;;;Artigo 316 do RICMS;Diferimento - Prestacao de servico de transporte de carga, com inicio em territorio paulista, realizada por transportador autonomo, qualquer que seja o seu domicilio, ou por empresa transportadora estabelecida fora do territorio paulista, inclusive a opta;
SP053190;SIM;;;;;;;;;SIM;;;;;;;Artigo 319 do RICMS;Suspensao - Saida de mercadoria remetida para demonstracao, inclusive com destino a consumidor ou usuario final, ate o momento em que ocorrer a transmissao de sua propriedade;
SP053191;SIM;;;;;;;;;SIM;;;;;;;Artigo 319-A do RICMS;Suspensao - Saida de mercadoria remetida para mostruario, condicionada ao seu retorno ao estabelecimento de origem em ate 180 (cento e oitenta) dias;
SP053260;SIM;;;;;;;;;SIM;;;;;;;Artigo 326 do RICMS;Suspensao - Saida, de estabelecimento fabricante, de produtos especificos com destino a hospitais para utilizacao em cirurgia cardiovascular ou de implantacao de protese de silicone;
SP053270;SIM;;;;;;;;;SIM;;;;;;;Artigo 327 do RICMS;Suspensao - Saida de moldes, matrizes, gabaritos, padroes, chapelonas, modelos e estampos, nao integrados ao ativo imobilizado, para fornecimento de trabalho fora do estabelecimento, ou com destino a outro estabelecimento inscrito como contribuinte para s;
SP053271;SIM;;;;;;;;;SIM;;;;;;;Artigo 327-A do RICMS;Suspensao - Desembaraco aduaneiro de mercadoria ou bem importados sem cobertura cambial, destinados a manutencao e ao reparo de aeronave pertencente a empresa autorizada a operar no transporte comercial internacional, e utilizados nessa atividade para est;
SP053272;SIM;;;;;;;;;SIM;;;;;;;Artigo 327-D do RICMS;Suspensao - Saida de partes, pecas e componentes aeronauticos para estoque proprio em poder de terceiros;
SP053273;SIM;;;;;;;;;SIM;;;;;;;Artigo 327-H do RICMS;Suspensao - Desembaraco aduaneiro de mercadoria ou bem importado do exterior e admitido nos Regimes Aduaneiros Especiais de Deposito Especial, Entreposto Aduaneiro na Importacao e Transito Aduaneiro;
SP053274;SIM;;;;;;;;;SIM;;;;;;;Artigo 327-I do RICMS;Suspensao - Desembaraco aduaneiro de catodo de cobre, NCM 7403.11.00, quando a importacao for efetuada diretamente por estabelecimento industrial que realize a metalurgia do cobre importado em seu proprio estabelecimento localizado em territorio paulista,;
SP053275;SIM;;;;;;;;;SIM;SIM;;;;;SIM;Artigo 327-J do RICMS;Suspensao ou diferimento amparado por regime especial concedido nos termos do artigo 327-J do RICMS;
SP053276;SIM;;;;;;;;;SIM;;;;;;;Artigo 327-K do RICMS;Suspensao - Desembaraco aduaneiro de bens destinados a integracao ao ativo imobilizado, importados do exterior por estabelecimento industrial paulista classificado na CNAE 29.10-7/01 ? ?Fabricacao de automoveis, camionetas e utilitarios?;
SP053280;SIM;;;;;;;;;;SIM;;;;;;Artigo 328 do RICMS;Diferimento - Saida de mercadoria, promovida por estabelecimento rural com destino a cooperativa de que fizer parte, situado neste Estado;
SP053290;SIM;;;;;;;;;;SIM;;;;;;Artigo 329 do RICMS;Diferimento - Saidas de algodao em caroco de producao paulista;
SP053300;SIM;;;;;;;;;;SIM;;;;;;Artigo 330 do RICMS;Diferimento - Saidas de algodao em pluma ou de caroco de algodao, resultantes do beneficiamento de algodao em caroco de producao paulista;
SP053330;SIM;;;;;;;;;;SIM;;;;;;Artigo 333 do RICMS;Diferimento - Saidas de cafe cru, em coco ou em grao;
SP053450;SIM;;;;;;;;;;SIM;;;;;;Artigo 345 do RICMS;Diferimento - Saidas internas das materias-primas de producao paulista e subprodutos destinados a fabricacao de acucar, alcool ou melaco;
SP053460;SIM;;;;;;;;;;SIM;;;;;;Artigo 346 do RICMS;Diferimento - Saida interna dos produtos resultantes da industrializacao de materias-primas de producao paulista e subprodutos relacionados no ı 4ß do artigo 345, com destino a cooperativa de que faca parte o remetente;
